"","time","number","diam","LDSA","surface","mass","A1","A2","idiff","HV","EM1","EM2","DV","T","RH","P","flow","bat","Ipump","error","PWMpump","Part_time"
"12748",12748,8130,28,12.16,45.69,0.72,1.961,0.553,2.03,3579,3.49,1.06,359,22,52,1025.2,0.5,4,15.08,0,53,2023-10-05 10:26:32
"12749",12749,8064,29,12.39,47.68,0.77,1.999,0.583,0.01,276,-2.49,-0.87,359,22.1,52,1025.2,0.5,4,15.2,0,53,2023-10-05 10:26:33
"12750",12750,7387,31,12.37,51.32,0.89,1.996,0.644,1.99,3576,3.36,1.25,359,22.1,52,1025.1,0.501,4,15.44,0,53,2023-10-05 10:26:34
"12751",12751,7056,31,11.91,49.71,0.87,1.921,0.625,0,273,-2.43,-0.87,359,22.1,52,1025.1,0.499,4,15.32,0,53,2023-10-05 10:26:35
"12752",12752,6382,34,11.66,52.11,0.98,1.88,0.667,2.03,3575,3.05,1.06,359,22.1,52,1025.1,0.5,4,15.32,0,53,2023-10-05 10:26:36
"12753",12753,5962,33,10.78,47.74,0.89,1.738,0.61,0,271,-1.93,-0.93,359,22.1,52,1025,0.5,4,15.04,0,53,2023-10-05 10:26:37
"12754",12754,6556,31,10.94,45.24,0.79,1.765,0.567,1.99,3576,3.24,1.12,359,22.1,52,1025,0.5,4,15.08,0,53,2023-10-05 10:26:38
"12755",12755,7459,30,11.8,46.56,0.77,1.903,0.575,0.01,275,-2.37,-0.75,359,22.1,52,1025,0.499,3.99,15.16,0,53,2023-10-05 10:26:39
"12756",12756,7185,29,11.15,43.3,0.7,1.799,0.531,2.01,3578,3.42,1.25,359,22.1,52,1025.1,0.499,4,15.56,0,53,2023-10-05 10:26:40
"12757",12757,6939,30,11.23,45.22,0.76,1.812,0.562,0,273,-2.43,-0.68,358,22.1,52,1025.1,0.5,4,15.52,0,53,2023-10-05 10:26:41
"12758",12758,7352,30,11.67,46.2,0.77,1.883,0.571,1.98,3578,3.17,1.12,359,22.1,52,1025.1,0.499,4,15.56,0,53,2023-10-05 10:26:42
"12759",12759,6490,32,11.09,46.76,0.83,1.788,0.59,0,275,-2.49,-0.81,359,22.1,52,1025,0.501,4,15.24,0,52,2023-10-05 10:26:43
"12760",12760,6646,33,11.82,51.64,0.95,1.907,0.658,2.01,3579,3.42,1.12,360,22.1,52,1025,0.5,4,15.32,0,53,2023-10-05 10:26:44
"12761",12761,6988,33,12.35,53.66,0.98,1.992,0.683,0,272,-2.74,-0.93,359,22,52,1025,0.5,4,15.12,0,53,2023-10-05 10:26:45
"12762",12762,7228,31,12.1,50.16,0.87,1.952,0.63,1.99,3576,3.36,1.12,359,22,52,1025,0.5,4,15.36,0,53,2023-10-05 10:26:46
"12763",12763,7304,31,12.09,49.61,0.86,1.95,0.621,0.01,273,-2.37,-0.75,359,22,52,1025,0.5,4,15.44,0,53,2023-10-05 10:26:47
"12764",12764,5918,36,11.59,55.08,1.11,1.87,0.714,1.99,3576,3.3,1.56,358,22.1,52,1025,0.499,4,15.48,0,53,2023-10-05 10:26:48
"12765",12765,6612,32,11.55,49.7,0.9,1.863,0.631,0,273,-2.55,-0.93,359,22.1,52,1024.9,0.5,4,15.28,0,53,2023-10-05 10:26:49
"12766",12766,8220,27,12.03,44.33,0.68,1.94,0.532,1.99,3578,3.61,1.18,359,22.1,52,1024.9,0.5,4,15.08,0,53,2023-10-05 10:26:50
"12767",12767,7435,31,12.58,52.61,0.93,2.029,0.662,0,275,-2.55,-0.93,360,22.1,52,1024.9,0.5,4.01,15.08,0,53,2023-10-05 10:26:51
"12768",12768,7509,32,12.8,53.93,0.96,2.065,0.68,1.99,3576,3.3,1.31,359,22.1,52,1025.2,0.5,4,15.56,0,53,2023-10-05 10:26:52
"12769",12769,7407,30,12.01,48.43,0.82,1.938,0.603,0,273,-2.8,-1,359,22.1,52,1025.2,0.5,4,15.44,0,53,2023-10-05 10:26:53
"12770",12770,6818,33,12.11,52.82,0.97,1.953,0.673,2,3576,3.55,1.12,359,22,52,1025.2,0.5,4,15.6,0,53,2023-10-05 10:26:54
"12771",12771,6975,34,12.65,56.17,1.05,2.04,0.718,0,273,-2.43,-0.93,359,22,52,1025,0.5,4,15.2,0,52,2023-10-05 10:26:55
"12772",12772,7793,30,12.36,48.91,0.81,1.994,0.605,2.03,3578,3.49,1.06,358,22,52,1025,0.5,4,15.24,0,52,2023-10-05 10:26:56
"12773",12773,7663,30,12.24,48.69,0.81,1.974,0.603,0,275,-2.43,-0.75,360,22.1,52,1025,0.5,4,14.96,0,52,2023-10-05 10:26:57
"12774",12774,7430,31,12.6,52.78,0.93,2.032,0.665,2,3578,3.86,1.25,360,22.1,52,1025.1,0.5,4,15.4,0,52,2023-10-05 10:26:58
"12775",12775,6961,34,12.68,56.52,1.06,2.044,0.723,0,273,-2.8,-0.93,358,22.1,52,1025.1,0.499,4,15.36,0,53,2023-10-05 10:26:59
"12776",12776,6903,35,13.28,62.11,1.23,2.142,0.803,1.99,3576,4.11,1.37,358,22.1,52,1025.1,0.499,4,15.32,0,53,2023-10-05 10:27:00
"12777",12777,7536,34,14.08,64.17,1.24,2.27,0.825,0,276,-3.11,-1,359,22.1,52,1025.1,0.5,4,15.24,0,53,2023-10-05 10:27:01
"12778",12778,7856,34,14.61,66.39,1.28,2.357,0.853,1.99,3576,4.23,1.43,359,22.1,52,1025.1,0.5,4,15,0,53,2023-10-05 10:27:02
"12779",12779,7969,33,14.41,63.83,1.19,2.324,0.816,0,273,-2.74,-1.06,360,22.1,52,1025.1,0.5,4,15,0,53,2023-10-05 10:27:03
"12780",12780,8332,31,14.03,58.43,1.02,2.263,0.735,2.01,3576,3.86,1.49,359,22.1,52,1025.2,0.5,4,15.4,0,53,2023-10-05 10:27:04
"12781",12781,8767,30,14.15,56.84,0.96,2.283,0.706,0,275,-2.61,-1,359,22.1,52,1025.2,0.5,4,15.4,0,53,2023-10-05 10:27:05
"12782",12782,7083,34,13.13,59.45,1.14,2.118,0.764,1.95,3576,3.74,1.43,359,22,52,1025.2,0.5,4,15.44,0,53,2023-10-05 10:27:06
"12783",12783,7214,33,12.93,56.83,1.05,2.085,0.725,0,273,-2.24,-1.12,359,22,52,1025.1,0.5,4,15.08,0,53,2023-10-05 10:27:07
"12784",12784,7174,34,13,57.69,1.08,2.096,0.738,2.02,3578,3.42,1.18,359,22,52,1025.1,0.5,4,15.16,0,53,2023-10-05 10:27:08
"12785",12785,7042,34,12.85,57.43,1.08,2.073,0.735,0,273,-2.37,-1.06,359,22,52,1025.1,0.5,4,15.08,0,53,2023-10-05 10:27:09
"12786",12786,8709,28,12.85,47.75,0.74,2.073,0.575,1.99,3578,3.11,1.25,359,22,52,1025,0.5,4,15.2,0,53,2023-10-05 10:27:10
"12787",12787,7392,30,11.89,47.56,0.8,1.917,0.59,0,273,-2.24,-0.87,360,22,52,1025,0.5,4,15.48,0,53,2023-10-05 10:27:11
"12788",12788,6396,33,11.56,51.18,0.96,1.864,0.654,2,3574,3.67,1.18,360,22.1,52,1025,0.5,4,15.52,0,53,2023-10-05 10:27:12
"12789",12789,6683,33,11.79,51.11,0.93,1.901,0.65,0,276,-2.43,-0.87,359,22.1,52,1025.1,0.5,4,15.32,0,53,2023-10-05 10:27:13
"12790",12790,6300,34,11.49,51.27,0.97,1.853,0.656,2.02,3576,3.11,1.06,359,22.1,52,1025.1,0.5,4.01,15.36,0,53,2023-10-05 10:27:14
"12791",12791,7083,31,11.91,49.58,0.87,1.922,0.623,0,275,-2.61,-1.06,359,22.1,52,1025.1,0.5,4,15.24,0,53,2023-10-05 10:27:15
"12792",12792,7144,30,11.66,47.25,0.8,1.88,0.589,2.01,3576,3.24,1.06,359,22.1,52,1025.2,0.5,3.99,15.04,0,53,2023-10-05 10:27:16
"12793",12793,6729,30,10.92,44.03,0.74,1.761,0.548,0,275,-2.61,-0.75,358,22.1,52,1025.2,0.499,4,15.12,0,53,2023-10-05 10:27:17
"12794",12794,6945,30,11.08,44.01,0.73,1.787,0.545,2.01,3578,3.24,1.25,359,22,52,1025.2,0.5,4,15.12,0,53,2023-10-05 10:27:18
"12795",12795,6402,32,10.91,45.88,0.81,1.759,0.579,0,276,-2.18,-0.87,359,22,52,1025,0.5,4,15.36,0,53,2023-10-05 10:27:19
"12796",12796,6680,30,10.93,44.43,0.76,1.764,0.554,2,3576,3.49,1.06,359,22,52,1025,0.5,4,15.44,0,53,2023-10-05 10:27:20
"12797",12797,7288,29,11.5,45.3,0.75,1.855,0.559,0,271,-2.55,-0.62,360,22.1,52,1025,0.499,4,15.48,0,53,2023-10-05 10:27:21
"12798",12798,7468,30,11.85,46.89,0.78,1.912,0.58,1.95,3576,3.36,1.18,359,22.1,52,1025.1,0.5,4,15.4,0,53,2023-10-05 10:27:22
"12799",12799,7548,28,11.37,43.01,0.68,1.834,0.522,0,275,-2.05,-0.68,359,22.1,52,1025.1,0.5,4,15.64,0,53,2023-10-05 10:27:23
"12800",12800,7134,29,11.06,42.91,0.7,1.785,0.526,2.04,3576,3.17,1.12,359,22,52,1025.1,0.499,4,15.76,0,53,2023-10-05 10:27:24
"12801",12801,5850,35,10.94,49.89,0.96,1.764,0.642,0,273,-2.61,-0.81,359,22,52,1025,0.5,4,15.44,0,53,2023-10-05 10:27:25
"12802",12802,6687,31,11.23,46.63,0.81,1.811,0.586,2.01,3575,3.55,1.12,359,22,52,1025,0.5,4,15.44,0,53,2023-10-05 10:27:26
"12803",12803,8524,25,11.42,39,0.55,1.842,0.451,0,275,-2.37,-0.93,359,22,52,1025,0.5,4,15.12,0,53,2023-10-05 10:27:27
"12804",12804,7962,26,10.94,38.2,0.55,1.765,0.447,2.01,3578,3.17,1,359,22,52,1025.1,0.5,4,15.04,0,53,2023-10-05 10:27:28
"12805",12805,7915,26,11.15,39.76,0.59,1.798,0.47,0,276,-2.24,-0.81,360,22,52,1025.1,0.5,4,15.16,0,53,2023-10-05 10:27:29
"12806",12806,6751,31,11.3,46.84,0.82,1.823,0.588,2.01,3576,3.11,1.25,359,22.1,52,1025.1,0.5,4,15.4,0,53,2023-10-05 10:27:30
"12807",12807,3736,54,11.22,77.3,2.33,1.81,0.991,0,275,-2.49,-1.18,359,22.1,52,1025.2,0.5,4,15.32,0,53,2023-10-05 10:27:31
"12808",12808,3484,56,11.01,79.27,2.5,1.776,1.006,1.99,3579,3.61,2.86,358,22.1,52,1025.2,0.5,4,15.2,0,53,2023-10-05 10:27:32
"12809",12809,5522,38,11.29,55.67,1.17,1.821,0.725,0,275,-2.18,-0.93,359,22.1,52,1025.2,0.5,4,15.16,0,53,2023-10-05 10:27:33
"12810",12810,6059,34,11.15,50.15,0.95,1.798,0.643,2,3578,3.61,1.43,359,22.1,52,1024.9,0.5,4,14.88,0,53,2023-10-05 10:27:34
"12811",12811,5981,34,11.07,50.06,0.96,1.785,0.643,0,275,-2.12,-1,360,22.1,52,1024.9,0.499,4,15.16,0,53,2023-10-05 10:27:35
"12812",12812,6308,33,11.27,49.45,0.92,1.818,0.631,1.99,3578,3.3,1.31,360,22.1,52,1024.9,0.5,4,15.36,0,53,2023-10-05 10:27:36
"12813",12813,6678,31,11.21,46.58,0.81,1.808,0.585,0,273,-2.37,-0.75,360,22.1,52,1024.9,0.5,4,15.32,0,53,2023-10-05 10:27:37
"12814",12814,7004,31,11.83,49.4,0.87,1.908,0.622,2.02,3578,3.74,1.37,360,22.1,52,1024.9,0.5,4,15.48,0,53,2023-10-05 10:27:38
"12815",12815,7683,30,12.27,48.83,0.81,1.979,0.605,0,273,-2.74,-1.12,360,22,52,1024.9,0.499,4,15.72,0,53,2023-10-05 10:27:39
"12816",12816,7355,31,12.36,51.38,0.9,1.993,0.646,1.99,3576,3.55,1.25,359,22,52,1025.1,0.5,4,15.36,0,53,2023-10-05 10:27:40
"12817",12817,6044,37,12.21,59.63,1.24,1.97,0.776,0,273,-2.43,-1.12,359,22,52,1025.1,0.501,4,15.08,0,53,2023-10-05 10:27:41
"12818",12818,6121,37,12.25,59.29,1.22,1.976,0.771,2,3579,3.3,1.62,359,22,52,1025.1,0.501,4,15.2,0,53,2023-10-05 10:27:42
"12819",12819,6430,35,12.13,55.74,1.09,1.956,0.718,0,275,-2.74,-0.93,359,22,52,1025.2,0.5,4,15.2,0,53,2023-10-05 10:27:43
"12820",12820,7981,29,12.39,48.07,0.78,1.998,0.59,2,3575,3.3,1.31,359,22,52,1025.2,0.501,4,15.48,0,53,2023-10-05 10:27:44
"12821",12821,8137,29,12.64,49.09,0.8,2.039,0.603,0,273,-2.74,-0.68,358,22.1,52,1025.2,0.5,4,15.4,0,53,2023-10-05 10:27:45
"12822",12822,7263,33,12.9,56.27,1.04,2.08,0.717,2.02,3578,3.74,1.37,359,22.1,52,1025.1,0.5,4,15.28,0,53,2023-10-05 10:27:46
"12823",12823,7331,31,12.35,51.49,0.9,1.992,0.647,0,275,-2.3,-1.06,359,22.1,52,1025.1,0.499,4,15,0,53,2023-10-05 10:27:47
"12824",12824,6565,33,11.54,49.91,0.91,1.862,0.634,1.97,3576,3.36,1.25,359,22.1,52,1025.1,0.5,3.99,15,0,53,2023-10-05 10:27:48
"12825",12825,6241,35,11.74,53.87,1.05,1.894,0.694,0,276,-2.93,-0.93,359,22.1,52,1025.2,0.499,4,15.4,0,53,2023-10-05 10:27:49
"12826",12826,7138,32,12.26,51.94,0.93,1.977,0.656,2.02,3576,3.55,1.56,359,22.1,52,1025.2,0.5,3.99,15.48,0,53,2023-10-05 10:27:50
"12827",12827,7682,31,12.97,54.15,0.95,2.092,0.681,0,273,-2.68,-1.06,359,22.1,52,1025.2,0.5,4,15.52,0,53,2023-10-05 10:27:51
"12828",12828,7527,33,13.4,58.57,1.08,2.161,0.746,2,3578,3.55,1.18,359,22.1,52,1025.2,0.5,4,15.48,0,53,2023-10-05 10:27:52
"12829",12829,6642,36,12.84,60.27,1.2,2.07,0.779,0,275,-2.43,-0.87,359,22.1,52,1025.2,0.5,4,15.16,0,53,2023-10-05 10:27:53
"12830",12830,6412,35,12.17,56.22,1.1,1.962,0.725,1.97,3575,3.67,1.37,359,22.1,52,1025.2,0.5,3.99,15.2,0,53,2023-10-05 10:27:54
"12831",12831,6028,36,11.75,55.59,1.12,1.895,0.72,0,276,-2.74,-0.93,360,22.1,52,1025,0.5,4,15.68,0,53,2023-10-05 10:27:55
"12832",12832,6405,36,12.46,58.85,1.18,2.01,0.762,2.02,3578,3.8,1.37,360,22.1,52,1025,0.5,4,15.52,0,53,2023-10-05 10:27:56
"12833",12833,7179,35,13.61,62.8,1.23,2.194,0.81,0,275,-3.17,-0.93,359,22.1,52,1025,0.5,4,15.6,0,53,2023-10-05 10:27:57
"12834",12834,6865,36,13.63,65.48,1.34,2.198,0.85,2.03,3579,3.49,1.56,360,22.1,52,1025.1,0.499,4,15.56,0,53,2023-10-05 10:27:58
"12835",12835,6644,37,13.54,66.57,1.39,2.184,0.867,0,275,-3.24,-1,359,22.1,52,1025.1,0.5,4,15,0,53,2023-10-05 10:27:59
"12836",12836,7533,35,14.49,67.78,1.34,2.338,0.876,1.98,3575,4.05,1.62,360,22.1,52,1025.1,0.5,4,15.4,0,53,2023-10-05 10:28:00
"12837",12837,9649,30,15.3,60.47,1,2.467,0.747,0,273,-3.05,-1.06,359,22.1,52,1025.1,0.5,4,15.48,0,53,2023-10-05 10:28:01
"12838",12838,9400,29,14.83,58.36,0.96,2.392,0.72,2.03,3576,3.74,1.56,360,22.1,52,1025.1,0.5,4,15.72,0,53,2023-10-05 10:28:02
"12839",12839,7616,34,14.18,64.49,1.24,2.288,0.829,0,272,-3.24,-1.25,359,22.1,52,1025.1,0.5,4,15.6,0,53,2023-10-05 10:28:03
"12840",12840,7892,34,14.32,63.63,1.19,2.309,0.814,1.99,3578,3.98,1.37,359,22.1,52,1025.2,0.5,4,15.36,0,53,2023-10-05 10:28:04
"12841",12841,9287,30,15,60.27,1.02,2.42,0.749,0,273,-2.68,-1.06,359,22.1,52,1025.2,0.5,4,15.2,0,53,2023-10-05 10:28:05
"12842",12842,8535,32,14.73,62.65,1.12,2.375,0.793,2.01,3578,3.8,1.43,359,22.1,52,1025.2,0.5,4,15.04,0,53,2023-10-05 10:28:06
"12843",12843,8211,32,14.12,59.88,1.07,2.277,0.757,0,273,-2.74,-1,359,22.1,52,1025.2,0.5,4,15.4,0,53,2023-10-05 10:28:07
"12844",12844,7400,35,13.88,63.51,1.23,2.239,0.817,2.01,3579,4.11,1.43,359,22.1,52,1025.2,0.5,4,15.36,0,53,2023-10-05 10:28:08
"12845",12845,7328,35,13.94,64.57,1.27,2.248,0.833,0,273,-2.93,-1.31,359,22.1,52,1025.2,0.5,4,15.64,0,53,2023-10-05 10:28:09
"12846",12846,9300,29,14.48,56.35,0.92,2.335,0.692,2.01,3576,3.55,1.49,358,22.1,52,1025.3,0.5,4,15.6,0,53,2023-10-05 10:28:10
"12847",12847,8425,30,13.54,54.16,0.91,2.184,0.672,0,273,-2.18,-0.93,359,22.1,52,1025.3,0.5,4,15.16,0,53,2023-10-05 10:28:11
"12848",12848,6512,33,11.69,51.45,0.96,1.885,0.657,2,3579,3.42,1.18,359,22.1,52,1025.3,0.5,4,15.08,0,53,2023-10-05 10:28:12
"12849",12849,6233,34,11.4,50.99,0.96,1.838,0.653,0,279,-2.68,-0.75,359,22.1,52,1025.1,0.5,4,15.24,0,53,2023-10-05 10:28:13
"12850",12850,7041,31,11.56,47.11,0.81,1.865,0.588,2,3578,2.8,1.18,359,22.1,52,1025.1,0.5,4,15.8,0,53,2023-10-05 10:28:14
"12851",12851,6727,30,10.89,43.8,0.74,1.756,0.545,0,276,-1.99,-1.12,359,22.1,52,1025.1,0.5,4,15.56,0,53,2023-10-05 10:28:15
"12852",12852,5813,34,10.56,47.02,0.88,1.704,0.602,2.02,3576,3.24,1.06,359,22.1,52,1025.2,0.5,3.99,15.44,0,53,2023-10-05 10:28:16
"12853",12853,6915,31,11.63,48.36,0.85,1.875,0.608,0,273,-2.49,-0.93,358,22.1,52,1025.2,0.5,4,15.28,0,53,2023-10-05 10:28:17
"12854",12854,8214,28,12.23,45.77,0.71,1.972,0.553,2.01,3576,3.24,1,358,22.1,52,1025.2,0.5,4,15.52,0,53,2023-10-05 10:28:18
"12855",12855,7873,28,11.95,45.45,0.72,1.927,0.553,0,273,-2.18,-0.75,359,22.1,52,1025.2,0.5,4,15.52,0,53,2023-10-05 10:28:19
"12856",12856,8241,27,11.77,42.5,0.64,1.899,0.505,2,3576,3.11,1.25,359,22.1,52,1025.2,0.5,4,15.56,0,53,2023-10-05 10:28:20
"12857",12857,7933,28,11.78,44.03,0.69,1.901,0.532,0,273,-2.68,-1,359,22.1,52,1025.2,0.5,4,15.36,0,53,2023-10-05 10:28:21
"12858",12858,6224,34,11.51,52.02,0.99,1.856,0.668,2.01,3576,3.18,1.18,359,22.1,52,1025.1,0.5,4,15.2,0,53,2023-10-05 10:28:22
"12859",12859,5616,37,11.3,54.93,1.14,1.822,0.714,0,275,-2.74,-1,360,22.1,52,1025.1,0.5,4,15.44,0,53,2023-10-05 10:28:23
"12860",12860,6164,35,11.72,54.26,1.06,1.89,0.7,2.03,3578,3.49,1.25,360,22.1,52,1025.1,0.5,4,15.32,0,53,2023-10-05 10:28:24
"12861",12861,6918,33,12.2,52.92,0.97,1.968,0.673,0,275,-2.3,-1,359,22.1,52,1025.2,0.5,4,15.04,0,53,2023-10-05 10:28:25
"12862",12862,7340,31,12.26,50.72,0.88,1.978,0.636,1.99,3576,3.55,1.43,359,22.1,52,1025.2,0.5,4,15.4,0,53,2023-10-05 10:28:26
"12863",12863,7686,30,12.27,48.78,0.81,1.979,0.604,0,275,-2.37,-1,359,22,52,1025.2,0.5,4.01,15.52,0,53,2023-10-05 10:28:27
"12864",12864,7769,30,12.64,51.14,0.87,2.039,0.637,2.01,3579,3.3,1.12,360,22,52,1025,0.5,4,15.48,0,53,2023-10-05 10:28:28
"12865",12865,7019,33,12.44,54.19,1,2.007,0.69,0,272,-2.43,-1.18,360,22,52,1025,0.5,4,15.08,0,53,2023-10-05 10:28:29
"12866",12866,6944,31,11.75,49.12,0.86,1.894,0.618,1.97,3576,3.24,1.18,360,22.1,52,1025,0.499,4,15.52,0,53,2023-10-05 10:28:30
"12867",12867,7242,30,11.5,45.55,0.76,1.855,0.563,0,275,-2.43,-0.75,360,22.1,52,1025,0.5,4,15.44,0,53,2023-10-05 10:28:31
"12868",12868,7119,30,11.55,46.57,0.79,1.863,0.579,1.99,3578,3.61,1.06,359,22.1,52,1025,0.5,4,15.8,0,53,2023-10-05 10:28:32
"12869",12869,6802,32,11.79,50.34,0.91,1.901,0.637,0,276,-2.18,-0.87,360,22.1,52,1025,0.5,4,15.36,0,53,2023-10-05 10:28:33
"12870",12870,6345,35,11.9,54.46,1.06,1.92,0.701,2.02,3576,3.67,1.18,359,22.1,52,1025,0.5,3.99,15.16,0,53,2023-10-05 10:28:34
"12871",12871,6264,35,12.01,55.99,1.11,1.937,0.723,0,272,-2.43,-1.18,359,22.1,52,1025,0.5,4,15.04,0,53,2023-10-05 10:28:35
"12872",12872,7035,33,12.58,55.21,1.02,2.029,0.704,1.98,3576,3.74,1.37,359,22.1,52,1025,0.501,4,15.36,0,53,2023-10-05 10:28:36
"12873",12873,7883,32,13.59,57.77,1.03,2.192,0.731,0,275,-2.43,-0.87,360,22.1,52,1025.1,0.5,4,15.44,0,53,2023-10-05 10:28:37
"12874",12874,7869,32,13.4,56.33,1,2.161,0.71,2,3576,3.67,1.37,358,22.1,52,1025.1,0.5,4,15.48,0,53,2023-10-05 10:28:38
"12875",12875,7587,33,13.35,57.75,1.05,2.153,0.734,0,275,-2.74,-0.87,358,22.1,52,1025.1,0.5,4,15.56,0,53,2023-10-05 10:28:39
"12876",12876,7704,33,13.9,61.52,1.15,2.243,0.786,1.98,3576,4.11,1.25,360,22.1,52,1025,0.5,4,15.24,0,53,2023-10-05 10:28:40
"12877",12877,8082,32,14.15,60.99,1.11,2.283,0.774,0,273,-2.93,-0.87,359,22.1,52,1025,0.499,4,15.44,0,53,2023-10-05 10:28:41
"12878",12878,8522,32,14.83,63.57,1.15,2.392,0.806,1.96,3579,4.36,1.37,359,22.1,52,1025,0.5,4,15.64,0,53,2023-10-05 10:28:42
"12879",12879,8015,34,14.9,67.6,1.3,2.403,0.869,0,273,-2.86,-0.93,358,22.1,52,1025.2,0.5,4,15.48,0,53,2023-10-05 10:28:43
"12880",12880,7768,36,15.13,71.52,1.43,2.44,0.926,1.99,3578,4.67,1.56,359,22.1,52,1025.2,0.5,4,15.16,0,53,2023-10-05 10:28:44
"12881",12881,7490,38,15.37,75.99,1.6,2.478,0.99,0,275,-3.3,-1.18,359,22.1,52,1025.2,0.5,4,15.24,0,53,2023-10-05 10:28:45
"12882",12882,8257,34,15.35,69.71,1.34,2.476,0.896,2,3578,4.11,1.68,359,22.1,52,1025.2,0.5,4,15.64,0,53,2023-10-05 10:28:46
"12883",12883,9362,32,15.91,66.77,1.18,2.565,0.841,0,275,-3.36,-1.25,360,22.1,52,1025.2,0.499,4,15.6,0,53,2023-10-05 10:28:47
"12884",12884,8843,35,16.55,75.55,1.46,2.669,0.972,1.97,3576,4.05,1.43,359,22.1,52,1025.2,0.5,4,15.2,0,53,2023-10-05 10:28:48
"12885",12885,8505,35,15.9,72.56,1.4,2.565,0.933,0,277,-3.24,-1.25,360,22.1,52,1025.2,0.5,4,15.16,0,53,2023-10-05 10:28:49
"12886",12886,7387,36,14.64,70.23,1.43,2.361,0.912,2,3576,3.98,1.37,359,22.1,52,1025.2,0.5,4,15.52,0,53,2023-10-05 10:28:50
"12887",12887,7587,36,14.9,70.98,1.44,2.404,0.92,0,275,-3.42,-1.18,359,22.1,52,1025.2,0.5,4,15.28,0,53,2023-10-05 10:28:51
"12888",12888,8787,33,15.75,69.24,1.29,2.54,0.883,2,3576,3.98,1.31,360,22.1,52,1025.1,0.5,4,15.24,0,53,2023-10-05 10:28:52
"12889",12889,9385,31,15.87,66.38,1.17,2.56,0.836,0,277,-2.8,-1.06,360,22.1,52,1025.1,0.5,4,15.44,0,53,2023-10-05 10:28:53
"12890",12890,8553,33,15.24,66.67,1.23,2.458,0.85,1.99,3579,3.86,1.49,359,22.1,52,1025.1,0.5,3.99,15.44,0,53,2023-10-05 10:28:54
"12891",12891,7371,36,14.25,66.95,1.33,2.299,0.866,0,275,-2.93,-1.06,360,22.1,52,1025.1,0.5,4,15.2,0,53,2023-10-05 10:28:55
"12892",12892,7688,33,13.8,60.77,1.13,2.226,0.776,1.99,3578,4.05,1.56,359,22.1,52,1025.1,0.5,4,15.24,0,53,2023-10-05 10:28:56
"12893",12893,7291,33,12.93,56.35,1.04,2.086,0.717,0,275,-2.8,-0.93,359,22.1,52,1025.1,0.499,4,15.44,0,53,2023-10-05 10:28:57
"12894",12894,6915,34,12.73,57.32,1.09,2.054,0.735,1.96,3576,4.05,1.37,359,22.1,52,1025.1,0.499,4,15.76,0,53,2023-10-05 10:28:58
"12895",12895,8203,32,14.26,61.04,1.1,2.299,0.773,0,276,-2.93,-1.12,359,22.1,52,1025.1,0.5,4,15.12,0,53,2023-10-05 10:28:59
"12896",12896,8963,32,15.39,65.23,1.16,2.483,0.824,2.01,3576,4.48,1.49,360,22.1,52,1025.1,0.501,3.99,15.28,0,53,2023-10-05 10:29:00
"12897",12897,8451,35,15.84,72.46,1.4,2.556,0.933,0,273,-3.3,-0.87,360,22.1,52,1025.1,0.5,3.99,15.52,0,53,2023-10-05 10:29:01
"12898",12898,8204,36,16.06,76.25,1.54,2.59,0.988,2.01,3579,4.36,1.68,359,22.1,52,1025.1,0.5,4,15.8,0,53,2023-10-05 10:29:02
"12899",12899,7932,38,16.39,81.58,1.73,2.644,1.064,0,273,-3.49,-1.56,359,22.1,52,1025.1,0.5,4,15.12,0,53,2023-10-05 10:29:03
"12900",12900,8865,36,17.14,80.51,1.6,2.765,1.041,2,3576,4.73,1.93,359,22.1,52,1025.2,0.499,4,15.24,0,53,2023-10-05 10:29:04
"12901",12901,9291,35,17.5,80.33,1.56,2.822,1.035,0,276,-3.8,-1.37,359,22.1,52,1025.2,0.5,4,15.64,0,53,2023-10-05 10:29:05
"12902",12902,8227,38,17.16,86.12,1.84,2.768,1.124,2.02,3579,4.42,1.68,359,22.1,52,1025.2,0.5,4,15.64,0,53,2023-10-05 10:29:06
"12903",12903,7966,40,17.36,90.51,2.02,2.8,1.185,0,273,-3.3,-1.18,359,22.1,52,1025.1,0.5,4,15.16,0,53,2023-10-05 10:29:07
"12904",12904,7878,40,17.32,90.92,2.04,2.793,1.191,1.96,3576,4.73,1.74,360,22.1,52,1025.1,0.5,4,15.16,0,53,2023-10-05 10:29:08
"12905",12905,8762,36,17.16,81.47,1.64,2.767,1.056,0,275,-3.55,-1.56,359,22.1,52,1025.1,0.5,4,15.44,0,53,2023-10-05 10:29:09
"12906",12906,9247,34,16.96,76.08,1.44,2.735,0.975,2.02,3576,4.36,1.68,359,22.1,52,1025.1,0.499,4,15.32,0,53,2023-10-05 10:29:10
"12907",12907,9153,33,16.51,73,1.36,2.663,0.933,0,271,-2.99,-1.25,359,22.1,52,1025.1,0.501,4,15.2,0,53,2023-10-05 10:29:11
"12908",12908,8962,33,16.03,70.39,1.3,2.586,0.898,2.03,3578,4.05,1.49,359,22.1,52,1025.1,0.5,3.99,15.64,0,53,2023-10-05 10:29:12
"12909",12909,7285,38,14.98,74.26,1.57,2.417,0.968,0,275,-2.99,-1.06,359,22.1,52,1025.2,0.5,4,15.32,0,53,2023-10-05 10:29:13
"12910",12910,6265,41,14.23,76.87,1.78,2.295,1.008,2.02,3576,4.42,1.56,359,22.1,52,1025.2,0.5,3.99,15.12,0,53,2023-10-05 10:29:14
